transaction_id,data_hora,ativo,quantidade,tipo_operacao,moeda,cliente_id,canal,mercado,arquivo_origem,importado_em
BTCX-00001941,2024-05-20 14:48:00+00:00,BTC,0.38,COMPRA,USD,C008,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.959377+00:00
BTCX-00001942,2024-05-20 16:41:00+00:00,BTC,0.11,COMPRA,USD,C007,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.959430+00:00
BTCX-00001943,2024-05-20 16:18:00+00:00,BTC,0.1,COMPRA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.959482+00:00
BTCX-00001944,2024-05-21 20:41:00+00:00,BTC,0.01,VENDA,USD,C004,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:36.959544+00:00
BTCX-00001945,2024-05-21 10:43:00+00:00,BTC,0.1,VENDA,USD,C004,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.959597+00:00
BTCX-00001946,2024-05-21 11:59:00+00:00,BTC,0.04,COMPRA,USD,C008,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.959650+00:00
BTCX-00001947,2024-05-21 11:03:00+00:00,BTC,0.08,VENDA,USD,C003,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.959702+00:00
BTCX-00001948,2024-05-21 11:40:00+00:00,BTC,0.47,VENDA,USD,C009,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.959754+00:00
BTCX-00001949,2024-05-21 10:15:00+00:00,BTC,0.26,VENDA,USD,C007,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.959806+00:00
BTCX-00001950,2024-05-21 18:11:00+00:00,BTC,0.42,VENDA,USD,C002,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:36.959859+00:00
BTCX-00001951,2024-05-21 19:05:00+00:00,BTC,0.5,VENDA,USD,C001,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.959913+00:00
BTCX-00001952,2024-05-21 13:40:00+00:00,BTC,0.42,VENDA,USD,C010,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.959965+00:00
BTCX-00001953,2024-05-21 10:07:00+00:00,BTC,0.06,COMPRA,USD,C007,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.960017+00:00
BTCX-00001954,2024-05-21 19:58:00+00:00,BTC,0.33,COMPRA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.960069+00:00
BTCX-00001955,2024-05-21 18:36:00+00:00,BTC,0.31,VENDA,USD,C006,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:36.960125+00:00
BTCX-00001956,2024-05-21 10:50:00+00:00,BTC,0.38,COMPRA,USD,C002,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.960177+00:00
BTCX-00001957,2024-05-22 20:27:00+00:00,BTC,0.2,COMPRA,USD,C009,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.960236+00:00
BTCX-00001958,2024-05-22 10:45:00+00:00,BTC,0.35,COMPRA,USD,C005,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.960289+00:00
BTCX-00001959,2024-05-22 09:25:00+00:00,BTC,0.36,VENDA,USD,C001,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.960342+00:00
BTCX-00001960,2024-05-22 18:34:00+00:00,BTC,0.46,COMPRA,USD,C005,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.960395+00:00
BTCX-00001961,2024-05-22 10:11:00+00:00,BTC,0.39,COMPRA,USD,C006,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.960447+00:00
BTCX-00001962,2024-05-22 16:51:00+00:00,BTC,0.21,COMPRA,USD,C006,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.960500+00:00
BTCX-00001963,2024-05-22 18:13:00+00:00,BTC,0.42,COMPRA,USD,C006,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.960551+00:00
BTCX-00001964,2024-05-22 13:54:00+00:00,BTC,0.49,COMPRA,USD,C007,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.960604+00:00
BTCX-00001965,2024-05-22 17:19:00+00:00,BTC,0.24,COMPRA,USD,C006,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.960655+00:00
BTCX-00001966,2024-05-22 09:15:00+00:00,BTC,0.2,COMPRA,USD,C010,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.960707+00:00
BTCX-00001967,2024-05-22 19:34:00+00:00,BTC,0.29,COMPRA,USD,C001,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.960759+00:00
BTCX-00001968,2024-05-22 20:20:00+00:00,BTC,0.34,VENDA,USD,C001,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:36.960811+00:00
BTCX-00001969,2024-05-22 17:13:00+00:00,BTC,0.45,COMPRA,USD,C010,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.960862+00:00
BTCX-00001970,2024-05-22 12:02:00+00:00,BTC,0.13,COMPRA,USD,C006,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.960915+00:00
BTCX-00001971,2024-05-22 11:38:00+00:00,BTC,0.36,COMPRA,USD,C004,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.960969+00:00
BTCX-00001972,2024-05-22 13:08:00+00:00,BTC,0.47,VENDA,USD,C010,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.961021+00:00
BTCX-00001973,2024-05-23 13:24:00+00:00,BTC,0.42,COMPRA,USD,C009,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.961080+00:00
BTCX-00001974,2024-05-23 10:16:00+00:00,BTC,0.44,VENDA,USD,C006,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.961133+00:00
BTCX-00001975,2024-05-23 17:13:00+00:00,BTC,0.05,VENDA,USD,C009,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:36.961186+00:00
BTCX-00001976,2024-05-23 19:12:00+00:00,BTC,0.46,VENDA,USD,C004,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:36.961237+00:00
BTCX-00001977,2024-05-23 19:52:00+00:00,BTC,0.33,COMPRA,USD,C008,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.961289+00:00
BTCX-00001978,2024-05-23 14:50:00+00:00,BTC,0.28,VENDA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.961342+00:00
BTCX-00001979,2024-05-23 12:04:00+00:00,BTC,0.18,COMPRA,USD,C010,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.961393+00:00
BTCX-00001980,2024-05-23 19:35:00+00:00,BTC,0.27,COMPRA,USD,C009,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.961445+00:00
BTCX-00001981,2024-05-23 10:23:00+00:00,BTC,0.22,VENDA,USD,C001,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.961497+00:00
BTCX-00001982,2024-05-23 13:00:00+00:00,BTC,0.07,VENDA,USD,C002,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.961548+00:00
BTCX-00001983,2024-05-23 10:50:00+00:00,BTC,0.08,COMPRA,USD,C004,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:36.961599+00:00
BTCX-00001984,2024-05-23 13:37:00+00:00,BTC,0.32,COMPRA,USD,C004,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.961650+00:00
BTCX-00001985,2024-05-23 20:36:00+00:00,BTC,0.19,VENDA,USD,C008,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.961702+00:00
BTCX-00001986,2024-05-23 09:10:00+00:00,BTC,0.21,VENDA,USD,C010,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.961753+00:00
BTCX-00001987,2024-05-24 17:35:00+00:00,BTC,0.39,VENDA,USD,C005,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.961812+00:00
BTCX-00001988,2024-05-24 11:16:00+00:00,BTC,0.01,COMPRA,USD,C004,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.961865+00:00
BTCX-00001989,2024-05-24 11:24:00+00:00,BTC,0.37,VENDA,USD,C006,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.961918+00:00
BTCX-00001990,2024-05-24 19:23:00+00:00,BTC,0.46,COMPRA,USD,C005,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:36.961970+00:00
BTCX-00001991,2024-05-24 15:45:00+00:00,BTC,0.3,COMPRA,USD,C005,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.962021+00:00
BTCX-00001992,2024-05-24 16:32:00+00:00,BTC,0.19,VENDA,USD,C008,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.962073+00:00
BTCX-00001993,2024-05-24 20:56:00+00:00,BTC,0.15,VENDA,USD,C006,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.962125+00:00
BTCX-00001994,2024-05-24 13:26:00+00:00,BTC,0.5,VENDA,USD,C005,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.962180+00:00
BTCX-00001995,2024-05-24 10:04:00+00:00,BTC,0.47,COMPRA,USD,C003,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.962235+00:00
BTCX-00001996,2024-05-24 18:03:00+00:00,BTC,0.06,VENDA,USD,C009,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.962289+00:00
BTCX-00001997,2024-05-24 09:27:00+00:00,BTC,0.44,COMPRA,USD,C009,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.962340+00:00
BTCX-00001998,2024-05-24 17:43:00+00:00,BTC,0.44,COMPRA,USD,C005,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.962394+00:00
BTCX-00001999,2024-05-24 18:12:00+00:00,BTC,0.48,COMPRA,USD,C010,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.962446+00:00
BTCX-00002000,2024-05-24 20:34:00+00:00,BTC,0.48,VENDA,USD,C007,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.962498+00:00
BTCX-00002001,2024-05-24 19:58:00+00:00,BTC,0.34,COMPRA,USD,C003,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.962552+00:00
BTCX-00002002,2024-05-24 11:43:00+00:00,BTC,0.49,COMPRA,USD,C002,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.962604+00:00
BTCX-00002003,2024-05-25 11:32:00+00:00,BTC,0.23,COMPRA,USD,C006,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.962663+00:00
BTCX-00002004,2024-05-25 15:10:00+00:00,BTC,0.24,COMPRA,USD,C002,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.962716+00:00
BTCX-00002005,2024-05-25 12:53:00+00:00,BTC,0.35,COMPRA,USD,C001,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.962768+00:00
BTCX-00002006,2024-05-25 16:18:00+00:00,BTC,0.17,COMPRA,USD,C010,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.962819+00:00
BTCX-00002007,2024-05-25 19:36:00+00:00,BTC,0.26,COMPRA,USD,C002,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.962876+00:00
BTCX-00002008,2024-05-25 17:52:00+00:00,BTC,0.03,VENDA,USD,C001,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.962927+00:00
BTCX-00002009,2024-05-25 09:22:00+00:00,BTC,0.01,VENDA,USD,C005,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.962981+00:00
BTCX-00002010,2024-05-25 14:06:00+00:00,BTC,0.01,VENDA,USD,C004,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.963035+00:00
BTCX-00002011,2024-05-25 15:22:00+00:00,BTC,0.01,COMPRA,USD,C005,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.963092+00:00
BTCX-00002012,2024-05-25 12:05:00+00:00,BTC,0.34,COMPRA,USD,C001,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.963150+00:00
BTCX-00002013,2024-05-25 16:00:00+00:00,BTC,0.1,VENDA,USD,C004,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.963210+00:00
BTCX-00002014,2024-05-25 15:23:00+00:00,BTC,0.2,VENDA,USD,C007,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.963266+00:00
BTCX-00002015,2024-05-25 17:51:00+00:00,BTC,0.18,COMPRA,USD,C007,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.963318+00:00
BTCX-00002016,2024-05-25 16:10:00+00:00,BTC,0.09,VENDA,USD,C003,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.963370+00:00
BTCX-00002017,2024-05-26 14:56:00+00:00,BTC,0.46,COMPRA,USD,C002,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.963427+00:00
BTCX-00002018,2024-05-26 13:02:00+00:00,BTC,0.09,VENDA,USD,C009,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.963480+00:00
BTCX-00002019,2024-05-26 14:57:00+00:00,BTC,0.03,COMPRA,USD,C002,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.963550+00:00
BTCX-00002020,2024-05-26 16:42:00+00:00,BTC,0.18,COMPRA,USD,C001,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.963602+00:00
BTCX-00002021,2024-05-26 17:31:00+00:00,BTC,0.44,COMPRA,USD,C006,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.963655+00:00
BTCX-00002022,2024-05-26 17:46:00+00:00,BTC,0.48,VENDA,USD,C007,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.963708+00:00
BTCX-00002023,2024-05-26 10:50:00+00:00,BTC,0.02,COMPRA,USD,C001,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.963761+00:00
BTCX-00002024,2024-05-26 17:00:00+00:00,BTC,0.5,COMPRA,USD,C004,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.963813+00:00
BTCX-00002025,2024-05-26 14:27:00+00:00,BTC,0.39,COMPRA,USD,C005,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.963865+00:00
BTCX-00002026,2024-05-26 13:18:00+00:00,BTC,0.32,COMPRA,USD,C009,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.963922+00:00
BTCX-00002027,2024-05-26 18:09:00+00:00,BTC,0.47,COMPRA,USD,C008,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.963974+00:00
BTCX-00002028,2024-05-26 10:55:00+00:00,BTC,0.17,COMPRA,USD,C009,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.964025+00:00
BTCX-00002029,2024-05-27 16:45:00+00:00,BTC,0.07,COMPRA,USD,C006,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.964084+00:00
BTCX-00002030,2024-05-27 19:40:00+00:00,BTC,0.1,COMPRA,USD,C009,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.964138+00:00
BTCX-00002031,2024-05-27 15:02:00+00:00,BTC,0.18,COMPRA,USD,C003,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.964191+00:00
BTCX-00002032,2024-05-27 09:39:00+00:00,BTC,0.13,COMPRA,USD,C008,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.964243+00:00
BTCX-00002033,2024-05-27 15:33:00+00:00,BTC,0.2,COMPRA,USD,C003,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.964295+00:00
BTCX-00002034,2024-05-27 15:30:00+00:00,BTC,0.04,VENDA,USD,C009,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.964346+00:00
BTCX-00002035,2024-05-27 13:07:00+00:00,BTC,0.18,VENDA,USD,C002,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.964402+00:00
BTCX-00002036,2024-05-27 20:26:00+00:00,BTC,0.16,VENDA,USD,C003,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.964456+00:00
BTCX-00002037,2024-05-27 09:00:00+00:00,BTC,0.04,VENDA,USD,C009,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.964513+00:00
BTCX-00002038,2024-05-27 16:17:00+00:00,BTC,0.39,COMPRA,USD,C005,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.964574+00:00
BTCX-00002039,2024-05-27 13:31:00+00:00,BTC,0.24,VENDA,USD,C005,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.964634+00:00
BTCX-00002040,2024-05-27 10:42:00+00:00,BTC,0.01,COMPRA,USD,C001,DISTRIB,US,btc_planilha.xlsx,2025-08-13 17:52:36.964692+00:00
BTCX-00002041,2024-05-27 20:51:00+00:00,BTC,0.24,VENDA,USD,C001,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.964752+00:00
BTCX-00002042,2024-05-28 12:37:00+00:00,BTC,0.25,COMPRA,USD,C008,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.964813+00:00
BTCX-00002043,2024-05-28 19:47:00+00:00,BTC,0.39,COMPRA,USD,C005,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.964867+00:00
BTCX-00002044,2024-05-28 19:52:00+00:00,BTC,0.13,COMPRA,USD,C005,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.964921+00:00
BTCX-00002045,2024-05-28 10:04:00+00:00,BTC,0.35,VENDA,USD,C010,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.964973+00:00
BTCX-00002046,2024-05-28 16:48:00+00:00,BTC,0.13,COMPRA,USD,C008,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.965027+00:00
BTCX-00002047,2024-05-28 12:26:00+00:00,BTC,0.36,VENDA,USD,C005,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.965083+00:00
BTCX-00002048,2024-05-28 14:28:00+00:00,BTC,0.41,COMPRA,USD,C004,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.965135+00:00
BTCX-00002049,2024-05-28 16:26:00+00:00,BTC,0.34,COMPRA,USD,C009,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.965186+00:00
BTCX-00002050,2024-05-28 13:44:00+00:00,BTC,0.09,VENDA,USD,C007,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.965240+00:00
BTCX-00002051,2024-05-28 09:50:00+00:00,BTC,0.45,COMPRA,USD,C009,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.965292+00:00
BTCX-00002052,2024-05-28 16:43:00+00:00,BTC,0.35,COMPRA,USD,C007,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.965344+00:00
BTCX-00002053,2024-05-28 17:24:00+00:00,BTC,0.36,VENDA,USD,C004,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.965395+00:00
BTCX-00002054,2024-05-28 13:13:00+00:00,BTC,0.12,COMPRA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.965446+00:00
BTCX-00002055,2024-05-28 12:37:00+00:00,BTC,0.45,COMPRA,USD,C008,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.965500+00:00
BTCX-00002056,2024-05-29 20:46:00+00:00,BTC,0.34,VENDA,USD,C003,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.965569+00:00
BTCX-00002057,2024-05-29 13:45:00+00:00,BTC,0.18,COMPRA,USD,C005,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.965629+00:00
BTCX-00002058,2024-05-29 09:34:00+00:00,BTC,0.16,VENDA,USD,C004,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.965688+00:00
BTCX-00002059,2024-05-29 11:56:00+00:00,BTC,0.18,COMPRA,USD,C008,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.965746+00:00
BTCX-00002060,2024-05-29 19:15:00+00:00,BTC,0.14,COMPRA,USD,C005,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.965798+00:00
BTCX-00002061,2024-05-29 14:40:00+00:00,BTC,0.39,VENDA,USD,C007,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.965849+00:00
BTCX-00002062,2024-05-29 20:56:00+00:00,BTC,0.36,VENDA,USD,C007,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.965901+00:00
BTCX-00002063,2024-05-29 15:57:00+00:00,BTC,0.4,VENDA,USD,C002,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.965953+00:00
BTCX-00002064,2024-05-29 19:52:00+00:00,BTC,0.01,VENDA,USD,C010,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.966007+00:00
BTCX-00002065,2024-05-29 13:11:00+00:00,BTC,0.17,COMPRA,USD,C005,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:36.966060+00:00
BTCX-00002066,2024-05-29 18:06:00+00:00,BTC,0.47,VENDA,USD,C009,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.966112+00:00
BTCX-00002067,2024-05-29 19:40:00+00:00,BTC,0.39,COMPRA,USD,C006,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.966164+00:00
BTCX-00002068,2024-05-29 14:17:00+00:00,BTC,0.14,VENDA,USD,C003,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.966216+00:00
BTCX-00002069,2024-05-29 12:46:00+00:00,BTC,0.47,VENDA,USD,C002,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.966269+00:00
BTCX-00002070,2024-05-29 16:05:00+00:00,BTC,0.32,COMPRA,USD,C003,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.966322+00:00
BTCX-00002071,2024-05-30 12:36:00+00:00,BTC,0.32,COMPRA,USD,C010,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.966383+00:00
BTCX-00002072,2024-05-30 09:19:00+00:00,BTC,0.11,COMPRA,USD,C003,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.966438+00:00
BTCX-00002073,2024-05-30 18:12:00+00:00,BTC,0.05,COMPRA,USD,C006,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.966491+00:00
BTCX-00002074,2024-05-30 12:29:00+00:00,BTC,0.42,VENDA,USD,C004,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.966546+00:00
BTCX-00002075,2024-05-30 17:08:00+00:00,BTC,0.47,COMPRA,USD,C003,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.966608+00:00
BTCX-00002076,2024-05-30 15:24:00+00:00,BTC,0.02,COMPRA,USD,C002,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.966666+00:00
BTCX-00002077,2024-05-30 09:08:00+00:00,BTC,0.16,COMPRA,USD,C007,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.966724+00:00
BTCX-00002078,2024-05-30 19:38:00+00:00,BTC,0.01,COMPRA,USD,C007,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.966777+00:00
BTCX-00002079,2024-05-30 20:52:00+00:00,BTC,0.22,COMPRA,USD,C002,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.966829+00:00
BTCX-00002080,2024-05-30 16:48:00+00:00,BTC,0.37,VENDA,USD,C002,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.966881+00:00
BTCX-00002081,2024-05-30 14:30:00+00:00,BTC,0.1,COMPRA,USD,C010,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.966935+00:00
BTCX-00002082,2024-05-30 20:17:00+00:00,BTC,0.41,COMPRA,USD,C004,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.966987+00:00
BTCX-00002083,2024-05-30 10:34:00+00:00,BTC,0.19,COMPRA,USD,C005,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.967038+00:00
BTCX-00002084,2024-05-31 09:58:00+00:00,BTC,0.15,COMPRA,USD,C008,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.967099+00:00
BTCX-00002085,2024-05-31 15:09:00+00:00,BTC,0.23,VENDA,USD,C009,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.967152+00:00
BTCX-00002086,2024-05-31 15:43:00+00:00,BTC,0.46,COMPRA,USD,C001,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.967205+00:00
BTCX-00002087,2024-05-31 10:14:00+00:00,BTC,0.07,VENDA,USD,C005,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.967260+00:00
BTCX-00002088,2024-05-31 18:21:00+00:00,BTC,0.08,VENDA,USD,C004,ONLINE,BR,btc_planilha.xlsx,2025-08-13 17:52:36.967330+00:00
BTCX-00002089,2024-05-31 18:09:00+00:00,BTC,0.12,VENDA,USD,C001,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.967385+00:00
BTCX-00002090,2024-05-31 18:11:00+00:00,BTC,0.44,VENDA,USD,C006,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.967437+00:00
BTCX-00002091,2024-05-31 19:19:00+00:00,BTC,0.4,VENDA,USD,C002,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.967491+00:00
BTCX-00002092,2024-05-31 13:58:00+00:00,BTC,0.32,VENDA,USD,C006,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 17:52:36.967544+00:00
BTCX-00002093,2024-05-31 10:50:00+00:00,BTC,0.01,COMPRA,USD,C001,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.967600+00:00
BTCX-00002094,2024-05-31 14:09:00+00:00,BTC,0.25,VENDA,USD,C006,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.967658+00:00
BTCX-00002095,2024-05-31 10:07:00+00:00,BTC,0.37,VENDA,USD,C009,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.967715+00:00
BTCX-00002096,2024-05-31 11:05:00+00:00,BTC,0.21,COMPRA,USD,C006,ONLINE,US,btc_planilha.xlsx,2025-08-13 17:52:36.967769+00:00
BTCX-00002097,2024-06-01 14:31:00+00:00,BTC,0.28,VENDA,USD,C008,RETAIL,US,btc_planilha.xlsx,2025-08-13 17:52:36.967831+00:00
BTCX-00002098,2024-06-01 18:50:00+00:00,BTC,0.41,VENDA,USD,C001,ONLINE,EU,btc_planilha.xlsx,2025-08-13 17:52:36.967885+00:00
BTCX-00002099,2024-06-01 12:24:00+00:00,BTC,0.27,VENDA,USD,C007,RETAIL,EU,btc_planilha.xlsx,2025-08-13 17:52:36.967938+00:00
BTCX-00002100,2024-06-01 16:34:00+00:00,BTC,0.35,COMPRA,USD,C004,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 17:52:36.967991+00:00
BTCX-00002101,2024-06-01 18:45:00+00:00,BTC,0.27,COMPRA,USD,C002,RETAIL,BR,btc_planilha.xlsx,2025-08-13 17:52:36.968044+00:00
