transaction_id,data_hora,commodity_code,quantidade,tipo_operacao,unidade,moeda,cliente_id,canal,mercado,arquivo_origem,importado_em
COM-00001619,2024-03-19 20:56:00+00:00,OIL,39.0,COMPRA,bbl,USD,C008,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.421067+00:00
COM-00001620,2024-03-19 20:27:00+00:00,GOLD,41.0,VENDA,oz,USD,C009,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.421112+00:00
COM-00001621,2024-03-19 19:24:00+00:00,OIL,39.0,VENDA,bbl,USD,C005,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.421158+00:00
COM-00001622,2024-03-19 16:00:00+00:00,GOLD,42.0,COMPRA,oz,USD,C006,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.421202+00:00
COM-00001623,2024-03-19 19:22:00+00:00,OIL,15.0,COMPRA,bbl,USD,C004,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.421246+00:00
COM-00001624,2024-03-19 14:29:00+00:00,GOLD,46.0,COMPRA,oz,USD,C004,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.421292+00:00
COM-00001625,2024-03-19 19:15:00+00:00,OIL,37.0,VENDA,bbl,USD,C006,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.421338+00:00
COM-00001626,2024-03-19 19:10:00+00:00,SILVER,11.0,COMPRA,oz,USD,C006,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.421382+00:00
COM-00001627,2024-03-19 20:07:00+00:00,COFFEE,18.0,VENDA,kg,USD,C008,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.421429+00:00
COM-00001628,2024-03-19 19:35:00+00:00,GOLD,36.0,VENDA,oz,USD,C001,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.421475+00:00
COM-00001629,2024-03-19 17:17:00+00:00,GOLD,10.0,COMPRA,oz,USD,C005,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.421520+00:00
COM-00001630,2024-03-19 19:41:00+00:00,OIL,40.0,VENDA,bbl,USD,C004,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.421566+00:00
COM-00001631,2024-03-19 09:49:00+00:00,SILVER,43.0,VENDA,oz,USD,C004,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.421611+00:00
COM-00001632,2024-03-20 09:25:00+00:00,COFFEE,35.0,VENDA,kg,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.421663+00:00
COM-00001633,2024-03-20 09:50:00+00:00,SILVER,31.0,VENDA,oz,USD,C004,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.421709+00:00
COM-00001634,2024-03-20 19:02:00+00:00,GOLD,31.0,COMPRA,oz,USD,C003,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.421755+00:00
COM-00001635,2024-03-20 17:13:00+00:00,GOLD,12.0,VENDA,oz,USD,C003,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.421799+00:00
COM-00001636,2024-03-20 14:03:00+00:00,OIL,47.0,COMPRA,bbl,USD,C003,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.421844+00:00
COM-00001637,2024-03-20 13:19:00+00:00,SILVER,14.0,VENDA,oz,USD,C006,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.421892+00:00
COM-00001638,2024-03-20 12:26:00+00:00,COFFEE,14.0,VENDA,kg,USD,C003,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.421937+00:00
COM-00001639,2024-03-20 20:11:00+00:00,GOLD,48.0,COMPRA,oz,USD,C009,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.421981+00:00
COM-00001640,2024-03-20 18:07:00+00:00,GOLD,50.0,COMPRA,oz,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.422026+00:00
COM-00001641,2024-03-20 15:31:00+00:00,OIL,43.0,VENDA,bbl,USD,C007,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.422072+00:00
COM-00001642,2024-03-20 11:53:00+00:00,OIL,15.0,VENDA,bbl,USD,C010,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.422117+00:00
COM-00001643,2024-03-20 10:49:00+00:00,GOLD,40.0,VENDA,oz,USD,C003,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.422161+00:00
COM-00001644,2024-03-20 09:44:00+00:00,COFFEE,12.0,VENDA,kg,USD,C006,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.422208+00:00
COM-00001645,2024-03-20 19:55:00+00:00,COFFEE,22.0,COMPRA,kg,USD,C003,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.422253+00:00
COM-00001646,2024-03-20 19:42:00+00:00,COFFEE,18.0,COMPRA,kg,USD,C007,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.422297+00:00
COM-00001647,2024-03-20 20:34:00+00:00,GOLD,25.0,VENDA,oz,USD,C008,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.422342+00:00
COM-00001648,2024-03-20 12:27:00+00:00,GOLD,41.0,VENDA,oz,USD,C006,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.422389+00:00
COM-00001649,2024-03-20 14:56:00+00:00,SILVER,35.0,VENDA,oz,USD,C003,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.422435+00:00
COM-00001650,2024-03-20 10:56:00+00:00,COFFEE,30.0,COMPRA,kg,USD,C008,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.422479+00:00
COM-00001651,2024-03-20 13:12:00+00:00,SILVER,48.0,COMPRA,oz,USD,C009,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.422526+00:00
COM-00001652,2024-03-21 11:03:00+00:00,GOLD,39.0,COMPRA,oz,USD,C005,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.422578+00:00
COM-00001653,2024-03-21 16:34:00+00:00,OIL,15.0,COMPRA,bbl,USD,C002,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.422625+00:00
COM-00001654,2024-03-21 19:09:00+00:00,OIL,10.0,COMPRA,bbl,USD,C003,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.422670+00:00
COM-00001655,2024-03-21 15:00:00+00:00,GOLD,48.0,COMPRA,oz,USD,C005,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.422715+00:00
COM-00001656,2024-03-21 16:45:00+00:00,COFFEE,43.0,VENDA,kg,USD,C006,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.422760+00:00
COM-00001657,2024-03-21 10:36:00+00:00,SILVER,11.0,VENDA,oz,USD,C003,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.422805+00:00
COM-00001658,2024-03-21 13:57:00+00:00,COFFEE,48.0,COMPRA,kg,USD,C007,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.422852+00:00
COM-00001659,2024-03-21 20:42:00+00:00,COFFEE,35.0,COMPRA,kg,USD,C005,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.422898+00:00
COM-00001660,2024-03-21 11:44:00+00:00,OIL,20.0,VENDA,bbl,USD,C008,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.422943+00:00
COM-00001661,2024-03-21 15:06:00+00:00,OIL,11.0,VENDA,bbl,USD,C008,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.422988+00:00
COM-00001662,2024-03-21 11:46:00+00:00,GOLD,34.0,COMPRA,oz,USD,C005,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.423034+00:00
COM-00001663,2024-03-21 15:22:00+00:00,COFFEE,31.0,COMPRA,kg,USD,C002,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.423080+00:00
COM-00001664,2024-03-21 15:34:00+00:00,COFFEE,42.0,VENDA,kg,USD,C009,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.423124+00:00
COM-00001665,2024-03-21 12:42:00+00:00,OIL,47.0,VENDA,bbl,USD,C005,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.423171+00:00
COM-00001666,2024-03-21 18:04:00+00:00,OIL,44.0,COMPRA,bbl,USD,C003,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.423217+00:00
COM-00001667,2024-03-21 17:28:00+00:00,COFFEE,36.0,COMPRA,kg,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.423261+00:00
COM-00001668,2024-03-21 13:14:00+00:00,COFFEE,24.0,VENDA,kg,USD,C007,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.423306+00:00
COM-00001669,2024-03-21 18:54:00+00:00,GOLD,13.0,VENDA,oz,USD,C004,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.423353+00:00
COM-00001670,2024-03-21 20:29:00+00:00,OIL,48.0,VENDA,bbl,USD,C007,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.423399+00:00
COM-00001671,2024-03-21 10:33:00+00:00,OIL,23.0,VENDA,bbl,USD,C003,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.423444+00:00
COM-00001672,2024-03-21 09:10:00+00:00,GOLD,28.0,COMPRA,oz,USD,C004,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.423488+00:00
COM-00001673,2024-03-21 11:54:00+00:00,COFFEE,22.0,VENDA,kg,USD,C010,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.423534+00:00
COM-00001674,2024-03-21 14:04:00+00:00,GOLD,20.0,COMPRA,oz,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.423579+00:00
COM-00001675,2024-03-22 17:59:00+00:00,GOLD,48.0,VENDA,oz,USD,C003,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.423631+00:00
COM-00001676,2024-03-22 15:57:00+00:00,GOLD,37.0,VENDA,oz,USD,C004,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.423678+00:00
COM-00001677,2024-03-22 17:43:00+00:00,SILVER,20.0,VENDA,oz,USD,C008,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.423724+00:00
COM-00001678,2024-03-22 15:23:00+00:00,COFFEE,45.0,COMPRA,kg,USD,C009,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.423769+00:00
COM-00001679,2024-03-22 13:44:00+00:00,COFFEE,50.0,COMPRA,kg,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.423817+00:00
COM-00001680,2024-03-22 20:18:00+00:00,COFFEE,50.0,VENDA,kg,USD,C005,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.423862+00:00
COM-00001681,2024-03-22 18:35:00+00:00,OIL,35.0,COMPRA,bbl,USD,C009,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.423907+00:00
COM-00001682,2024-03-22 15:24:00+00:00,COFFEE,48.0,COMPRA,kg,USD,C001,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.423952+00:00
COM-00001683,2024-03-22 13:38:00+00:00,COFFEE,43.0,VENDA,kg,USD,C006,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.423997+00:00
COM-00001684,2024-03-22 14:14:00+00:00,SILVER,21.0,COMPRA,oz,USD,C002,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.424042+00:00
COM-00001685,2024-03-22 09:30:00+00:00,OIL,11.0,VENDA,bbl,USD,C002,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.424088+00:00
COM-00001686,2024-03-22 13:45:00+00:00,GOLD,43.0,VENDA,oz,USD,C001,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.424134+00:00
COM-00001687,2024-03-22 10:22:00+00:00,GOLD,13.0,COMPRA,oz,USD,C002,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.424179+00:00
COM-00001688,2024-03-22 10:11:00+00:00,COFFEE,48.0,COMPRA,kg,USD,C002,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.424226+00:00
COM-00001689,2024-03-22 14:17:00+00:00,COFFEE,15.0,COMPRA,kg,USD,C010,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.424271+00:00
COM-00001690,2024-03-22 13:41:00+00:00,GOLD,41.0,VENDA,oz,USD,C008,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.424316+00:00
COM-00001691,2024-03-22 16:51:00+00:00,GOLD,29.0,COMPRA,oz,USD,C006,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.424361+00:00
COM-00001692,2024-03-22 12:38:00+00:00,GOLD,32.0,COMPRA,oz,USD,C005,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.424409+00:00
COM-00001693,2024-03-22 16:32:00+00:00,GOLD,37.0,VENDA,oz,USD,C007,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.424454+00:00
COM-00001694,2024-03-22 09:02:00+00:00,COFFEE,30.0,COMPRA,kg,USD,C007,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.424499+00:00
COM-00001695,2024-03-22 19:40:00+00:00,SILVER,34.0,COMPRA,oz,USD,C006,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.424544+00:00
COM-00001696,2024-03-22 16:13:00+00:00,SILVER,23.0,VENDA,oz,USD,C003,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.424591+00:00
COM-00001697,2024-03-23 16:17:00+00:00,COFFEE,15.0,VENDA,kg,USD,C003,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.424646+00:00
COM-00001698,2024-03-23 11:39:00+00:00,OIL,30.0,VENDA,bbl,USD,C001,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.424693+00:00
COM-00001699,2024-03-23 19:17:00+00:00,GOLD,42.0,COMPRA,oz,USD,C008,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.424739+00:00
COM-00001700,2024-03-23 15:19:00+00:00,OIL,44.0,VENDA,bbl,USD,C006,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.424784+00:00
COM-00001701,2024-03-23 20:28:00+00:00,OIL,33.0,VENDA,bbl,USD,C003,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.424830+00:00
COM-00001702,2024-03-23 15:04:00+00:00,GOLD,26.0,VENDA,oz,USD,C006,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.424877+00:00
COM-00001703,2024-03-23 19:16:00+00:00,SILVER,15.0,VENDA,oz,USD,C005,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.424923+00:00
COM-00001704,2024-03-23 09:52:00+00:00,GOLD,47.0,COMPRA,oz,USD,C008,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.424968+00:00
COM-00001705,2024-03-23 19:21:00+00:00,OIL,48.0,VENDA,bbl,USD,C009,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.425013+00:00
COM-00001706,2024-03-23 19:51:00+00:00,OIL,45.0,VENDA,bbl,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.425060+00:00
COM-00001707,2024-03-23 14:16:00+00:00,SILVER,10.0,COMPRA,oz,USD,C005,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.425105+00:00
COM-00001708,2024-03-23 10:18:00+00:00,SILVER,32.0,COMPRA,oz,USD,C005,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.425151+00:00
COM-00001709,2024-03-23 19:56:00+00:00,COFFEE,10.0,COMPRA,kg,USD,C006,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.425197+00:00
COM-00001710,2024-03-23 15:52:00+00:00,OIL,32.0,VENDA,bbl,USD,C002,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.425243+00:00
COM-00001711,2024-03-23 19:24:00+00:00,OIL,40.0,VENDA,bbl,USD,C006,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.425291+00:00
COM-00001712,2024-03-23 14:48:00+00:00,SILVER,26.0,VENDA,oz,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.425355+00:00
COM-00001713,2024-03-23 12:49:00+00:00,GOLD,29.0,COMPRA,oz,USD,C010,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.425402+00:00
COM-00001714,2024-03-23 18:22:00+00:00,COFFEE,31.0,COMPRA,kg,USD,C002,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.425448+00:00
COM-00001715,2024-03-23 19:10:00+00:00,COFFEE,21.0,COMPRA,kg,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.425494+00:00
COM-00001716,2024-03-24 14:16:00+00:00,GOLD,26.0,VENDA,oz,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.425546+00:00
COM-00001717,2024-03-24 18:42:00+00:00,OIL,10.0,COMPRA,bbl,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.425592+00:00
COM-00001718,2024-03-24 15:49:00+00:00,SILVER,48.0,COMPRA,oz,USD,C009,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.425639+00:00
COM-00001719,2024-03-24 12:32:00+00:00,COFFEE,44.0,VENDA,kg,USD,C007,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.425683+00:00
COM-00001720,2024-03-24 10:54:00+00:00,SILVER,32.0,COMPRA,oz,USD,C010,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.425728+00:00
COM-00001721,2024-03-24 12:01:00+00:00,COFFEE,18.0,VENDA,kg,USD,C002,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.425773+00:00
COM-00001722,2024-03-24 13:17:00+00:00,COFFEE,21.0,VENDA,kg,USD,C008,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.425820+00:00
COM-00001723,2024-03-24 17:48:00+00:00,COFFEE,10.0,VENDA,kg,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.425866+00:00
COM-00001724,2024-03-24 20:46:00+00:00,SILVER,50.0,COMPRA,oz,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.425911+00:00
COM-00001725,2024-03-24 15:12:00+00:00,SILVER,26.0,COMPRA,oz,USD,C009,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.425955+00:00
COM-00001726,2024-03-24 16:51:00+00:00,COFFEE,39.0,COMPRA,kg,USD,C004,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.425999+00:00
COM-00001727,2024-03-24 17:29:00+00:00,SILVER,22.0,VENDA,oz,USD,C010,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.426044+00:00
COM-00001728,2024-03-24 15:07:00+00:00,COFFEE,35.0,COMPRA,kg,USD,C005,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.426092+00:00
COM-00001729,2024-03-24 12:24:00+00:00,SILVER,40.0,COMPRA,oz,USD,C001,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.426137+00:00
COM-00001730,2024-03-24 12:04:00+00:00,SILVER,28.0,COMPRA,oz,USD,C008,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.426182+00:00
COM-00001731,2024-03-24 10:36:00+00:00,OIL,17.0,VENDA,bbl,USD,C004,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.426228+00:00
COM-00001732,2024-03-24 15:10:00+00:00,GOLD,29.0,VENDA,oz,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.426275+00:00
COM-00001733,2024-03-24 16:56:00+00:00,SILVER,35.0,COMPRA,oz,USD,C008,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.426320+00:00
COM-00001734,2024-03-24 11:19:00+00:00,OIL,39.0,COMPRA,bbl,USD,C005,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.426365+00:00
COM-00001735,2024-03-24 15:41:00+00:00,SILVER,45.0,VENDA,oz,USD,C001,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.426410+00:00
COM-00001736,2024-03-24 10:25:00+00:00,SILVER,38.0,COMPRA,oz,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.426455+00:00
COM-00001737,2024-03-24 16:39:00+00:00,COFFEE,19.0,VENDA,kg,USD,C010,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.426499+00:00
COM-00001738,2024-03-25 12:20:00+00:00,OIL,19.0,COMPRA,bbl,USD,C004,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.426553+00:00
COM-00001739,2024-03-25 13:48:00+00:00,OIL,14.0,COMPRA,bbl,USD,C005,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.426600+00:00
COM-00001740,2024-03-25 14:17:00+00:00,COFFEE,18.0,VENDA,kg,USD,C008,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.426647+00:00
COM-00001741,2024-03-25 14:56:00+00:00,GOLD,30.0,COMPRA,oz,USD,C002,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.426692+00:00
COM-00001742,2024-03-25 18:21:00+00:00,GOLD,15.0,VENDA,oz,USD,C005,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.426737+00:00
COM-00001743,2024-03-25 16:52:00+00:00,GOLD,11.0,VENDA,oz,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.426782+00:00
COM-00001744,2024-03-25 19:38:00+00:00,SILVER,22.0,COMPRA,oz,USD,C005,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.426828+00:00
COM-00001745,2024-03-25 13:20:00+00:00,SILVER,25.0,COMPRA,oz,USD,C001,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.426874+00:00
COM-00001746,2024-03-25 11:22:00+00:00,COFFEE,30.0,COMPRA,kg,USD,C009,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.426919+00:00
COM-00001747,2024-03-25 12:44:00+00:00,OIL,21.0,COMPRA,bbl,USD,C008,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.426964+00:00
COM-00001748,2024-03-25 14:19:00+00:00,OIL,35.0,VENDA,bbl,USD,C001,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.427009+00:00
COM-00001749,2024-03-25 13:37:00+00:00,GOLD,47.0,VENDA,oz,USD,C003,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.427056+00:00
COM-00001750,2024-03-25 09:14:00+00:00,SILVER,16.0,VENDA,oz,USD,C010,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.427101+00:00
COM-00001751,2024-03-25 17:42:00+00:00,SILVER,18.0,VENDA,oz,USD,C006,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.427146+00:00
COM-00001752,2024-03-25 09:04:00+00:00,OIL,27.0,COMPRA,bbl,USD,C009,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.427190+00:00
COM-00001753,2024-03-25 15:51:00+00:00,COFFEE,22.0,VENDA,kg,USD,C003,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.427234+00:00
COM-00001754,2024-03-25 15:32:00+00:00,OIL,37.0,COMPRA,bbl,USD,C002,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.427283+00:00
COM-00001755,2024-03-25 19:19:00+00:00,COFFEE,29.0,COMPRA,kg,USD,C002,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.427328+00:00
COM-00001756,2024-03-25 12:48:00+00:00,SILVER,18.0,VENDA,oz,USD,C001,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.427413+00:00
COM-00001757,2024-03-25 19:01:00+00:00,OIL,34.0,COMPRA,bbl,USD,C009,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.427468+00:00
COM-00001758,2024-03-25 11:39:00+00:00,COFFEE,49.0,COMPRA,kg,USD,C005,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.427518+00:00
COM-00001759,2024-03-26 13:28:00+00:00,OIL,26.0,COMPRA,bbl,USD,C004,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.427570+00:00
COM-00001760,2024-03-26 09:27:00+00:00,COFFEE,48.0,VENDA,kg,USD,C004,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.427617+00:00
COM-00001761,2024-03-26 18:37:00+00:00,GOLD,23.0,VENDA,oz,USD,C004,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.427664+00:00
COM-00001762,2024-03-26 11:59:00+00:00,GOLD,11.0,COMPRA,oz,USD,C007,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.427711+00:00
COM-00001763,2024-03-26 18:48:00+00:00,OIL,48.0,COMPRA,bbl,USD,C003,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.427758+00:00
COM-00001764,2024-03-26 19:49:00+00:00,GOLD,33.0,VENDA,oz,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.427808+00:00
COM-00001765,2024-03-26 10:27:00+00:00,SILVER,45.0,COMPRA,oz,USD,C004,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.427856+00:00
COM-00001766,2024-03-26 17:02:00+00:00,SILVER,25.0,COMPRA,oz,USD,C003,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.427902+00:00
COM-00001767,2024-03-26 09:55:00+00:00,GOLD,30.0,VENDA,oz,USD,C006,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.427948+00:00
COM-00001768,2024-03-26 10:51:00+00:00,GOLD,22.0,COMPRA,oz,USD,C004,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.427994+00:00
COM-00001769,2024-03-26 15:00:00+00:00,OIL,32.0,VENDA,bbl,USD,C009,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.428039+00:00
COM-00001770,2024-03-26 10:47:00+00:00,OIL,16.0,COMPRA,bbl,USD,C010,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.428085+00:00
COM-00001771,2024-03-26 18:40:00+00:00,COFFEE,49.0,COMPRA,kg,USD,C001,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.428130+00:00
COM-00001772,2024-03-26 18:47:00+00:00,SILVER,16.0,VENDA,oz,USD,C002,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.428178+00:00
COM-00001773,2024-03-26 18:55:00+00:00,GOLD,14.0,COMPRA,oz,USD,C006,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.428225+00:00
COM-00001774,2024-03-26 16:41:00+00:00,GOLD,36.0,VENDA,oz,USD,C006,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.428270+00:00
COM-00001775,2024-03-26 09:58:00+00:00,OIL,33.0,VENDA,bbl,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.428316+00:00
COM-00001776,2024-03-26 15:01:00+00:00,OIL,46.0,COMPRA,bbl,USD,C008,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.428361+00:00
